high,medium,low,listing_id
0.0817941352725,0.439913570881,0.478292316198,7142618
0.00936241168529,0.0144465668127,0.976191043854,7210040
0.0221773721278,0.364311218262,0.613511383533,7103890
0.074784077704,0.4016084373,0.523607432842,7143442
0.0355653464794,0.242478296161,0.721956372261,6860601
0.000632154580671,0.0171795487404,0.982188284397,6840081
0.0258739329875,0.233385264874,0.740740776062,6922337
0.0530748665333,0.552063047886,0.394862055779,6913616
0.0414323285222,0.320786058903,0.637781620026,6937820
0.0650217756629,0.438408106565,0.496570080519,6893933
0.00345272803679,0.01798180677,0.978565514088,6832604
0.0150934616104,0.0778203606606,0.907086193562,6915282
0.0812189131975,0.499773353338,0.419007658958,7127565
0.00705505162477,0.0500551424921,0.942889809608,6827899
0.000133355672006,0.00232188496739,0.997544705868,6934855
0.00662610679865,0.17003582418,0.823338091373,6861826
0.029221335426,0.342123568058,0.628655076027,6871643
0.00188326253556,0.0324888825417,0.965627849102,6842542
0.00901738554239,0.0774278044701,0.913554787636,6934145
0.0546009652317,0.492000252008,0.453398793936,6829365
0.0258577913046,0.315945923328,0.65819633007,7167858
0.00176753138658,0.0121743232012,0.986058175564,6859483
0.00664628949016,0.0497888065875,0.943564891815,6861377
0.0344074107707,0.191426619887,0.774165928364,6848960
0.000513320381287,0.0116668222472,0.987819910049,6918850
0.193829894066,0.556409835815,0.249760314822,6916867
0.0188542753458,0.234832838178,0.746312916279,6895840
0.353698343039,0.267189264297,0.379112392664,6813539
0.236642211676,0.47333368659,0.290024101734,7116900
0.00186242430937,0.00550793111324,0.992629647255,6890328
0.1737536937,0.0801235362887,0.746122837067,6879406
0.0503926575184,0.430854737759,0.518752574921,6824924
0.0014243030455,0.00398388132453,0.994591772556,6911302
0.0522719360888,0.546413123608,0.401314944029,6918742
0.00736931525171,0.170424163342,0.822206497192,6910586
0.0123552326113,0.196914717555,0.790729999542,6821750
0.137128472328,0.567935943604,0.294935613871,6860647
0.0424714945257,0.563120543957,0.394407987595,6932873
0.00512042269111,0.0889331847429,0.90594637394,6846053
0.170972287655,0.319285660982,0.509742081165,6940365
0.0105212954804,0.223308175802,0.766170501709,6931867
0.0153770986944,0.0443366467953,0.940286278725,6876383
0.0212416909635,0.248576492071,0.73018181324,6910980
0.0207257438451,0.0464872606099,0.932787060738,6880877
0.256198644638,0.603658080101,0.140143245459,6839552
0.0612644776702,0.137679100037,0.80105638504,6838051
0.568411052227,0.316528916359,0.115060038865,6928201
0.0402830764651,0.535684943199,0.424032002687,6945608
0.00519116781652,0.0371511206031,0.957657635212,6816147
0.0108571434394,0.152410686016,0.836732149124,6868129
0.00940280687064,0.118244342506,0.872352898121,6849448
0.560532391071,0.378974616528,0.060493003577,7113677
0.015253584832,0.190601244569,0.794145166874,6930856
0.263591825962,0.444854557514,0.291553646326,6889594
0.00476809730753,0.0501455180347,0.945086419582,6842682
0.188236773014,0.700214982033,0.1115482077,6880366
0.000135284150019,0.00104713952169,0.998817503452,6835063
0.535633981228,0.347306996584,0.117058970034,6820479
0.016271000728,0.202964514494,0.780764520168,6882057
0.0449816733599,0.686843335629,0.268175005913,6834440
9.22859690036e-05,0.000793805986177,0.999113857746,6880846
0.000399802520406,0.00985326059163,0.989746928215,6847248
0.000927789020352,0.0439160726964,0.95515614748,6868368
0.000793841376435,0.0168722756207,0.982333898544,6943505
0.000831518613268,0.00450608599931,0.994662463665,7174304
0.0293490309268,0.24122788012,0.729423046112,6880747
0.0646077916026,0.293695837259,0.64169639349,6933565
0.000269759853836,0.00183469557669,0.997895479202,6888511
0.11118400842,0.599962234497,0.288853824139,6942704
0.022416036576,0.139471620321,0.838112354279,6840304
0.00160356471315,0.0574580058455,0.940938413143,6856860
0.000137731942232,0.00164362182841,0.998218595982,6884921
0.00334493536502,0.0482908859849,0.948364138603,6937417
0.000382925092708,0.00487241102383,0.99474465847,6831129
0.0541328079998,0.355741381645,0.590125799179,6936660
0.0123920068145,0.106470033526,0.88113796711,6940667
0.000944613828324,0.00916660763323,0.989888846874,7201307
0.00934915244579,0.0670373514295,0.923613488674,6825434
0.00083382189041,0.00201441324316,0.997151732445,6848114
0.866347849369,0.0976464822888,0.0360056571662,6947758
0.0104163084179,0.0726879760623,0.91689568758,6897002
0.000347554654581,0.0152484606951,0.984403908253,6926661
0.0485965274274,0.421654760838,0.529748737812,6867411
0.0316927991807,0.223755151033,0.744552016258,6910154
0.0238543506712,0.311116874218,0.665028810501,7157900
0.0133888572454,0.266052812338,0.720558285713,6922324
0.00312366755679,0.0854330584407,0.911443293095,6863068
0.000672914844472,0.0117787932977,0.987548232079,6912109
0.220860913396,0.477551519871,0.301587581635,6918609
0.287027090788,0.432439386845,0.280533492565,6889300
0.0947060063481,0.492149293423,0.41314470768,6837794
0.319071114063,0.486514568329,0.194414332509,6943098
0.0575079917908,0.491413086653,0.451078921556,6927601
0.000416977127315,0.00742932828143,0.992153704166,6897826
0.00134449463803,0.0190945100039,0.979561030865,6882892
0.408464998007,0.380469888449,0.211065128446,6873384
0.00145068624988,0.00484149716794,0.99370777607,6934693
0.0186139512807,0.343869447708,0.637516617775,7224450
0.000460457726149,0.00379046774469,0.995748996735,6898157
0.00063567381585,0.010292683728,0.98907160759,6837355
0.0857871994376,0.336019128561,0.578193664551,6830595
0.153528541327,0.479399442673,0.367072016001,6943561
0.431182026863,0.43222245574,0.136595457792,6844380
0.00574751989916,0.0898637995124,0.904388666153,6814286
0.203190818429,0.555486023426,0.241323143244,6898520
0.303793370724,0.487163960934,0.209042623639,6940979
0.0052478890866,0.006741611287,0.988010466099,6851090
0.00671056564897,0.121724031866,0.871565401554,7107169
0.0205968413502,0.193976670504,0.785426497459,6830287
0.0448451153934,0.334139615297,0.621015250683,6933575
0.319682717323,0.545672297478,0.1346450001,6938972
0.000458306458313,0.00443198159337,0.995109736919,6888315
0.0163830220699,0.16393378377,0.81968319416,6855106
0.234849095345,0.496828824282,0.268322110176,6838237
0.0384329333901,0.180886372924,0.780680656433,6901024
0.00268980092369,0.0396262519062,0.95768392086,6846627
5.42544257769e-05,0.00183892273344,0.998106837273,7219857
0.00794185511768,0.0486354492605,0.943422675133,6852685
0.0419258102775,0.530387818813,0.427686333656,6831610
0.00328486296348,0.0634383708239,0.933276772499,6943538
0.00602838117629,0.0146196018904,0.979351997375,6911637
0.00659089908004,0.054586995393,0.938822090626,6854543
0.282056808472,0.552199304104,0.165743887424,6940451
0.188977733254,0.431397616863,0.379624575377,6819530
0.00281479139812,0.132021442056,0.865163743496,7093396
0.0113935386762,0.054260134697,0.934346318245,6840326
0.00384238013066,0.0249304752797,0.971227109432,6834204
0.0992468670011,0.379364550114,0.521388590336,6902518
0.06971180439,0.359072595835,0.571215629578,6930253
0.000456545763882,0.00580144766718,0.99374204874,6828293
0.772740542889,0.194258615375,0.0330008380115,7203744
0.200301066041,0.320287853479,0.479411095381,6816478
0.0357682816684,0.28018784523,0.684043884277,6868890
0.0649007409811,0.55529499054,0.379804223776,6879338
0.0726910457015,0.341839551926,0.585469424725,6898532
0.00488010374829,0.0406733304262,0.954446554184,6899965
9.63574711932e-05,0.00125264248345,0.998650968075,7133875
0.034380029887,0.253862977028,0.711756944656,6822218
0.319194853306,0.436402589083,0.244402527809,6814018
0.177843809128,0.533402562141,0.288753658533,6896376
0.167497515678,0.423560380936,0.408942073584,6918670
0.000810870144051,0.0298186987638,0.969370424747,6867839
0.00113058753777,0.0130081577227,0.985861301422,6823554
0.00153379817493,0.00890931114554,0.989556849003,6934798
0.0734211355448,0.548713564873,0.377865314484,6820823
0.00179671612568,0.0366981290281,0.961505234241,6880212
0.000488035730086,0.00448328629136,0.995028674603,6934814
0.00110887992196,0.00378962699324,0.995101511478,7254134
0.280747294426,0.547765314579,0.171487390995,6938303
0.0323835872114,0.361161917448,0.606454491615,6813807
0.00620404956862,0.0117198945954,0.982076048851,6878604
5.51151752006e-05,0.000436778296717,0.999508142471,6876763
0.000215464635403,0.00737447245046,0.992410063744,6844352
0.0536187291145,0.300378412008,0.646002829075,6915939
0.0828233584762,0.258007377386,0.659169256687,7109370
0.0104633392766,0.17667670548,0.81285995245,6855445
0.01644776389,0.232308730483,0.751243472099,6818668
0.000226347969146,0.00187679042574,0.997896790504,6836527
0.00924642104656,0.093773022294,0.896980583668,6831717
0.141787037253,0.456689149141,0.401523858309,6937162
0.00420448929071,0.133505254984,0.862290263176,6922876
0.0207462497056,0.380542099476,0.598711669445,7109482
0.0479931719601,0.260811388493,0.691195487976,6940972
0.0354829877615,0.37411236763,0.590404629707,6883790
0.023614173755,0.250322401524,0.726063430309,6921643
0.000698832853232,0.0328595228493,0.966441631317,6935700
0.00604166276753,0.144610613585,0.849347710609,6827025
0.0097075579688,0.086851797998,0.903440654278,6943096
0.00054217869183,0.00401387549937,0.995443940163,7161468
0.00255788792856,0.0365443304181,0.960897803307,6879610
0.0317224413157,0.319496035576,0.648781478405,6935762
0.0189479459077,0.113568753004,0.867483317852,6925042
0.0285605601966,0.381241470575,0.590197920799,7121050
0.00085619505262,0.00212738290429,0.997016429901,6821601
0.00122019601986,0.0136857945472,0.985093951225,6926810
0.00612371694297,0.0871208161116,0.906755447388,6946532
0.0911913886666,0.350460261106,0.558348357677,6875171
0.0353904105723,0.356204271317,0.608405292034,7096285
0.000795026542619,0.00458687264472,0.994618117809,6812321
0.207166522741,0.492306083441,0.30052742362,6822697
0.00463617267087,0.157364696264,0.837999105453,6941294
0.000160619107191,0.00150097825099,0.998338341713,6873564
0.0202335882932,0.320625692606,0.659140706062,6926791
0.432071059942,0.484129786491,0.0837991759181,7142444
0.0818981900811,0.381477177143,0.536624670029,6878128
